"","Brand","Model_No","Country","C.Power_Inp_Rated","sri2010_cool","Star2010_Cool","C.Dehumid_Rated","Configuration1","Configuration2","Type"
"10437","MITSUBISHI ELECTRIC","MFZ-KA35VA/SUZ-KA35VA2","Thailand,Japan",1.05,2.2444,2,0.84,"Non Ducted","Single Split System","Reverse Cycle"
"10438","AGEAN","AHD-60HRDNI-Q","Australia,China",5.14,1.3666,1,1.88,"Ducted","Single Split System","Reverse Cycle"
"10449","Kelvinator","KSV70CRC","China",2,2.58671718544,2.5,2.4,"Non Ducted","Single Split System","Cooling Only"
"10453","AKAI","TEM-26CHSABR","China",0.76,2.82948221951,2.5,0.11,"Non Ducted","Single Split System","Reverse Cycle"
"10462","Panasonic","CS_CU-S9NKR","Malaysia",0.63,3.39593192388,3,0.25,"Non Ducted","Single Split System","Cooling Only"
"10483","AKAI","MWF-09CRN1-QC1G","China",0.87,2.022,2,0.8,"Non Ducted","Window Wall","Cooling Only"
"10486","AKAI","TEM-70CHSABUI","China",2.3,1.5988,1.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"10505","LENNOX","LNFS2610","China",0.71,3.0236,3,0.47,"Non Ducted","Single Split System","Reverse Cycle"
"10506","SAMSUNG ELECTRONICS","AQV12KWAN/AQV12KWAX","China",0.82,3.76,3.5,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"10509","Tia","WIU01A35/OCU2A35","China",0.99,2.2742,2,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"10537","MIDEA","MSE09M4","China",0.71,3.023686465,3,0.47,"Non Ducted","Single Split System","Reverse Cycle"
"10563","Koolsola","TKFR-72GW","China",2.23,1.98346558582,1.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"10567","Koolsola","TKFR-60GW","China",1.86,1.95337289821,1.5,0.8,"Non Ducted","Single Split System","Reverse Cycle"
"10571","TCL","TAC-24CHSA/ZI4","China",2.1,2.2602,2,1,"Non Ducted","Single Split System","Reverse Cycle"
"10572","LENNOX","LNFS7510","China",2.25,2.2038,2,0.81,"Non Ducted","Single Split System","Reverse Cycle"
"10574","LENNOX","LNWR20X","China",0.66,2.0648,2,0.08,"Non Ducted","Window Wall","Reverse Cycle"
"10583","MAJEZZI","KAC-18CHSO/NY","China",1.63,1.3982,1,0.8,"Non Ducted","Wall Hung Portable Balanced","Reverse Cycle"
"10588","GREE","GJC18AC-K6RN***","China",1.6,2.1716,2,1.2,"Non Ducted","Window Wall","Cooling Only"
"10589","ACTRON AIR","SRA101C / SRG091E","Australia",3.08,1.87660958279,1.5,1.626,"Ducted","Single Split System","Reverse Cycle"
"10596","Teco","LS2707V1 / LT2707V1","China",2.33,1.42,1,1.97,"Non Ducted","Single Split System","Reverse Cycle"
"10601","DAIKIN","FVXS50G / RXS50J","Thailand",1.57,1.4256,1,1.57,"Non Ducted","Single Split System","Reverse Cycle"
"10613","HITACHI","RAS-80YHA2/RAC-80YHA2","Malaysia",2.65,1.5432,1.5,1.6,"Non Ducted","Single Split System","Reverse Cycle"
"10614","SAMSUNG ELECTRONICS","TH026EAV1/UH026EAV1","China",0.73,2.3184,2,0.3,"Non Ducted","Single Split System","Reverse Cycle"
"10632","SAMSUNG ELECTRONICS","NS052LHXEN/RC052DHXEN","China",1.55,1.6298,1.5,1.15,"Ducted","Single Split System","Reverse Cycle"
"10633","DAIKIN","FTN35K / RN35K","Thailand",1,2.427,2,0.7,"Non Ducted","Single Split System","Cooling Only"
"10645","SAMSUNG ELECTRONICS","NS026MHXEN/RC026DHXEN","China",0.73,2.3184,2,0.3,"Non Ducted","Single Split System","Reverse Cycle"
"10648","DAIKIN","FTKS60K / RKS60K","Thailand,Japan",1.96,1.4728,1,1.52,"Non Ducted","Single Split System","Cooling Only"
"10682","LENNOX","LNE033V/LNC033V","China",0.88,3.0606,3,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"10696","AKAI","TEM-70CHSABUI","China",2.3,1.5988,1.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"10705","SAMSUNG ELECTRONICS","NS070LHXEN/RC070DHXEM","China",2.2,1.6696,1.5,1.7,"Ducted","Single Split System","Reverse Cycle"
"10723","DAIKIN","FTXS50L / RXS50L","Thailand,Thailand",1.32,3.23219951847,3,0.49,"Non Ducted","Single Split System","Reverse Cycle"
"10726","Haier","HSU-12HC03/R2(DB)","China",1,2.03,2,1.13,"Non Ducted","Single Split System","Reverse Cycle"
"10727","Haier","HSU-09HC03/R2(DB)","China",0.63,3.08,3,0.83,"Non Ducted","Single Split System","Reverse Cycle"
"10728","Haier","HSU-30HEA03/R2(DB)","China",2.65,1.08,1,2.4,"Non Ducted","Single Split System","Reverse Cycle"
"10730","Haier","HSU-18HEA03/R2(DB)-I","China",1.58,1.6,1.5,1.5,"Non Ducted","Single Split System","Reverse Cycle"
"10731","Haier","HSU-24HEA03/R2(DB)-I","China",2.2,1.84,1.5,2.13,"Non Ducted","Single Split System","Reverse Cycle"
"10732","Haier","HSU-09HC03/R2(DB)","China",0.63,3.0804,3,0.83,"Non Ducted","Single Split System","Reverse Cycle"
"10738","MIDEA","MORC28","China",2.35,2.223,2,1.71,"Non Ducted","Single Split System","Reverse Cycle"
"10740","MIDEA","MORC09","China",0.66,3.2315,3,0.13,"Non Ducted","Single Split System","Reverse Cycle"
"10743","PEREIRA","CS-51H3A-P84AH5B-INV","China",1.504,2.0203,2,1.2,"Non Ducted","Single Split System","Reverse Cycle"
"10745","SAMSUNG ELECTRONICS","ACN060NDEHH/RC060DHXEH","China",1.75,2.43842150911,2,1.45,"Non Ducted","Single Split System","Reverse Cycle"
"10775","FUJITSU","ABTG18LVTA/AOTG18LACC","Thailand,China",1.51,2.402,2,1.44,"Non Ducted","Single Split System","Reverse Cycle"
"10777","MDV","MHD-48HRFN1-Q","China",4.2,2.072,2,2.06,"Ducted","Single Split System","Reverse Cycle"
"10778","MIDEA","MORC24","China",2.08,2.349,2,1.35,"Non Ducted","Single Split System","Reverse Cycle"
"10779","MIDEA","MORC18","China",1.5,2.7124,2.5,0.83,"Non Ducted","Single Split System","Reverse Cycle"
"10780","MIDEA","MORC14","China",1.24,2.3995,2,0.39,"Non Ducted","Single Split System","Reverse Cycle"
"10781","MIDEA","MORC12","China",0.84,3.0833,3,0.38,"Non Ducted","Single Split System","Reverse Cycle"
"10785","FUJITSU","AUTG24LVLC/AOTG24LATC","China,Thailand",2.16,2.115,2,2,"Non Ducted","Single Split System","Reverse Cycle"
"10787","Panasonic","CS_CU-E28MKR","Malaysia",2.39,2.0306,2,2.4,"Non Ducted","Single Split System","Reverse Cycle"
"10788","GREE","GWH12TB-K6DN***/I, GWH12TB-K6DNA3A/O","China",0.83,3.252,3,0,"Non Ducted","Single Split System","Reverse Cycle"
"10790","GREE","GWH09TA-K6DN***/I, GWH09TA-K6DNA3A/O","China",0.64,3.5328,3.5,0,"Non Ducted","Single Split System","Reverse Cycle"
"10791","Toshiba","RAS-24N3KV2-A + RAS-24N3AV2-A","Thailand",2.25,1.6897,1.5,1.95,"Non Ducted","Single Split System","Reverse Cycle"
"10806","SAMSUNG ELECTRONICS","NS140HHXEA/RC140DHXEA","China",4.59,1.3736,1,1.6,"Ducted","Single Split System","Reverse Cycle"
"10807","SAMSUNG ELECTRONICS","NS052JHXEA/UH052EAV1","China",1.56,1.3714,1,0.9,"Non Ducted","Single Split System","Reverse Cycle"
"10808","DERBY","iDWM-Z35","China",0.88,3.0606,3,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"10809","Panasonic","CS_CU-E24LKR","Malaysia",2.33,1.5598,1.5,2.22,"Non Ducted","Single Split System","Reverse Cycle"
"10810","Panasonic","CS_CU-E21LKR","Malaysia",2.04,1.3136,1,1.26,"Non Ducted","Single Split System","Reverse Cycle"
"10813","DERBY","iDWM-Z26","China",0.69,3.0226,3,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"10815","DERBY","DWM-Z50","China",1.6,2.0078,2,1.33,"Non Ducted","Single Split System","Reverse Cycle"
"10817","Panasonic","CS_CU-E18LKR","Malaysia",1.49,2.1566,2,1.06,"Non Ducted","Single Split System","Reverse Cycle"
"10818","Panasonic","CS_CU-E12LKR","Malaysia",0.88,2.9094,2.5,0.52,"Non Ducted","Single Split System","Reverse Cycle"
"10819","DERBY","DWM-Z26","China",0.76,2.6712,2.5,0.35,"Non Ducted","Single Split System","Reverse Cycle"
"10820","DERBY","DWM-Z70","China",2.2,2.0376,2,1.71,"Non Ducted","Single Split System","Reverse Cycle"
"10821","Panasonic","CS_CU-S9JKR","Malaysia",0.69,2.3988,2,0.26,"Non Ducted","Single Split System","Cooling Only"
"10822","DERBY","DWM-Z60","China",1.94,2.241,2,1.33,"Non Ducted","Single Split System","Reverse Cycle"
"10823","Panasonic","CS_CU-E18JKR","Malaysia",1.6,1.86,1.5,0.9,"Non Ducted","Single Split System","Reverse Cycle"
"10824","Panasonic","CS_CU-E15JKR","Malaysia",1.37,1.62,1.5,0.92,"Non Ducted","Single Split System","Reverse Cycle"
"10830","DERBY","DWM-Z35","China",0.92,2.7094,2.5,0.34,"Non Ducted","Single Split System","Reverse Cycle"
"10831","DERBY","iDWM-Z50","China",1.54,2.0124,2,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"10832","DERBY","iDWM-Z70","China",2.08,2.0256,2,1.65,"Non Ducted","Single Split System","Reverse Cycle"
"10839","PANASONIC","CS-F50DB4E5/CU-L50DBE5","China,Malaysia",4.65,1.3,1,3.5,"Non Ducted","Single Split System","Reverse Cycle"
"10846","Panasonic","CS_CU-E18JKR-3","Malaysia",1.6,1.82,1.5,0.9,"Non Ducted","Single Split System","Reverse Cycle"
"10851","Panasonic","CS_CU-E12JKR-3","Malaysia",0.91,2.4,2,0.67,"Non Ducted","Single Split System","Reverse Cycle"
"10852","Panasonic","CS-E21JKR/CU-E21JKR-3","Malaysia",2.06,1.22,1,1.2,"Non Ducted","Single Split System","Reverse Cycle"
"10853","Panasonic","CS_CU-E21JKR","Malaysia",2.06,1.24,1,1.2,"Non Ducted","Single Split System","Reverse Cycle"
"10854","Panasonic","CS_CU-RE24JKR","Malaysia",2.43,1.27,1,1.7,"Non Ducted","Single Split System","Reverse Cycle"
"10855","Panasonic","CS_CU-E28JKR","Malaysia",2.65,1.28,1,2.08,"Non Ducted","Single Split System","Reverse Cycle"
"10856","Panasonic","CS_CU-E15MKR","Malaysia",1.2,2.5564,2.5,0.86,"Non Ducted","Single Split System","Reverse Cycle"
"10862","Panasonic","CS_CU-S9LKR","Malaysia",0.67,2.6292,2.5,0.26,"Non Ducted","Single Split System","Cooling Only"
"10863","PANASONIC","CS-F50DTE5/CU-L50DBE5","China,Malaysia",4.81,1.1436,1,3.5,"Non Ducted","Single Split System","Reverse Cycle"
"10864","Panasonic","CS_CU-RE28MKR","Malaysia",2.39,2.011,2,2.24,"Non Ducted","Single Split System","Reverse Cycle"
"10865","Panasonic","CS_CU-S28NKR","Malaysia",2.46,1.82309713702,1.5,2.08,"Non Ducted","Single Split System","Cooling Only"
"10866","Panasonic","CS_CU-S24NKR","Malaysia",2.18,2.06686209909,2,1.62,"Non Ducted","Single Split System","Cooling Only"
"10867","Panasonic","CS_CU-RE28NKR","Malaysia",2.39,2.05494395111,2,2.24,"Non Ducted","Single Split System","Reverse Cycle"
"10868","Panasonic","CS_CU-RE24NKR","Malaysia",2.11,2.05399763393,2,1.85,"Non Ducted","Single Split System","Reverse Cycle"
"10869","Panasonic","CS_CU-E28NKR","Malaysia",2.39,2.07021343877,2,2.29,"Non Ducted","Single Split System","Reverse Cycle"
"10871","Panasonic","CS_CU-RE24MKR","Malaysia",2.11,2.0222,2,1.7,"Non Ducted","Single Split System","Reverse Cycle"
"10874","Panasonic","CS_CU-E21NKR","Malaysia",1.8,2.12278313624,2,1.57,"Non Ducted","Single Split System","Reverse Cycle"
"10875","Panasonic","CS_CU-E12NKR","Malaysia",0.83,3.26292440932,3,0.54,"Non Ducted","Single Split System","Reverse Cycle"
"10876","Panasonic","CS_CU-S12NKR","Malaysia",0.86,3.0896445509,3,0.62,"Non Ducted","Single Split System","Cooling Only"
"10877","Panasonic","CS_CU-S18NKR","Malaysia",1.3,2.69008248356,2.5,0.98,"Non Ducted","Single Split System","Cooling Only"
"10878","Panasonic","CS_CU-RE18NKR","Malaysia",1.3,2.6693112364,2.5,1.03,"Non Ducted","Single Split System","Reverse Cycle"
"10879","Panasonic","CS_CU-E18NKR","Malaysia",1.3,2.65636076814,2.5,1.01,"Non Ducted","Single Split System","Reverse Cycle"
"10880","Panasonic","CS_CU-E28LKR","Malaysia",2.65,1.2688,1,2.4,"Non Ducted","Single Split System","Reverse Cycle"
"10881","Panasonic","CS_CU-E9NKR","Malaysia",0.55,4.53252975548,4.5,0.16,"Non Ducted","Single Split System","Reverse Cycle"
"10882","Panasonic","CS_CU-E7NKR","Malaysia",0.46,3.76283360057,3.5,0.07,"Non Ducted","Single Split System","Reverse Cycle"
"10883","Panasonic","CS_CU-E24NKR","Malaysia",2.11,2.06784252941,2,1.77,"Non Ducted","Single Split System","Reverse Cycle"
"10884","Panasonic","CS-RE12NKR/CU-RE12NKR","China",0.94,3.22274129375,3,0.48,"Non Ducted","Single Split System","Reverse Cycle"
"10885","Panasonic","CS-RE9NKR/CU-RE9NKR","China",0.65,3.73582649169,3.5,0.02,"Non Ducted","Single Split System","Reverse Cycle"
"10886","Panasonic","CS_CU-S28MKR","Malaysia",2.46,1.8676,1.5,2.08,"Non Ducted","Single Split System","Cooling Only"
"10887","PANASONIC","CS-F50MD1E5/CU-L50DBE8","China,Malaysia",4.9,1.297,1,3,"Ducted","Single Split System","Reverse Cycle"
"10888","Panasonic","CS_CU-S24LKR","Malaysia",2.33,1.5684,1.5,2.22,"Non Ducted","Single Split System","Cooling Only"
"10889","Panasonic","CS_CU-S12LKR","Malaysia",0.96,2.363,2,0.7,"Non Ducted","Single Split System","Cooling Only"
"10890","Panasonic","CS-RE12JKR-1/CU-RE12JKR-1","China",1.01,2.2456,2,0.42,"Non Ducted","Single Split System","Reverse Cycle"
"10891","Panasonic","CS-RE12JKR/CU-RE12JKR","China",1.01,2.2457,2,0.42,"Non Ducted","Single Split System","Reverse Cycle"
"10898","PANASONIC","CS-F43DTE5/CU-L43DBE5","China,Malaysia",4.15,1.4888,1,3,"Non Ducted","Single Split System","Reverse Cycle"
"10904","PANASONIC","S-71PU1R5/U-71PE1R5","China",1.8,2.73409208758,2.5,1.9,"Non Ducted","Single Split System","Reverse Cycle"
"10907","PANASONIC","S-125PU1R5/U-125PE1R5","China",3.47,2.19274350367,2,3,"Non Ducted","Single Split System","Reverse Cycle"
"10909","PANASONIC","CS-F50MD1E5/CU-L50DBE5","China,Malaysia",4.9,1.1818,1,3,"Ducted","Single Split System","Reverse Cycle"
"10914","PANASONIC","CS-F34DB4E5/CU-L34DBE5","China,Malaysia",2.59,2.96,2.5,2.5,"Non Ducted","Single Split System","Reverse Cycle"
"10915","PANASONIC","CS-F28DB4E5/CU-L28DBE5","China,Malaysia",2,2.28,2,1.8,"Non Ducted","Single Split System","Reverse Cycle"
"10916","PANASONIC","CS-F24DB4E5/CU-L24DBE5","China,Malaysia",1.7,2.54,2.5,1.6,"Non Ducted","Single Split System","Reverse Cycle"
"10926","MDV","MCD-46HRFN1-Q/MOU-46HFN1-Q","China",4.05,1.9477,1.5,2.94,"Non Ducted","Single Split System","Reverse Cycle"
"10971","MDV","MHD-48HRFN1-M4/ MOU-48HFN1-M4","China",4.2,2.072,2,2.06,"Ducted","Single Split System","Reverse Cycle"
"10972","MDV","MCD-30HRFN1-Q/MOU-30HFN1-Q","China",2.47,2.1072,2,1.17,"Non Ducted","Single Split System","Reverse Cycle"
"10973","MDV","MCD-42HRFN1-Q/MOU-42HFN1-Q","China",3.45,1.8569,1.5,2.12,"Non Ducted","Single Split System","Reverse Cycle"
"10974","MDV","MHD-36HRDN1-M4/ MOU-36HFN1-M4","China",3.18,1.8327,1.5,1.89,"Ducted","Single Split System","Reverse Cycle"
"10981","MDV","MHG-60HWFN1-Q/ MOU-60HFN1-Q","China",5.3,1.9721,1.5,2.63,"Ducted","Single Split System","Reverse Cycle"
"10982","SAMSUNG ELECTRONICS","AQV24UWBN/AQV24UWBX","China",2.3,1.6948,1.5,1.9,"Non Ducted","Single Split System","Reverse Cycle"
"10983","SAMSUNG ELECTRONICS","AQV24UWAN/AQV24UWAX","China",2.3,1.6948,1.5,1.9,"Non Ducted","Single Split System","Reverse Cycle"
"10984","SAMSUNG ELECTRONICS","AQV12UWBN/AQV12UWBX","China",0.92,3.1494,3,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"10985","SAMSUNG ELECTRONICS","AQV12UWAN/AQV12UWAX","China",0.92,3.1494,3,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"10987","SAMSUNG ELECTRONICS","ASV12UWMN/ASV12UWMX","Thailand",1.02,2.2776,2,0.7,"Non Ducted","Single Split System","Cooling Only"
"10988","SAMSUNG ELECTRONICS","ASV12UWLN/ASV12UWLX","Thailand",1.02,2.2776,2,0.7,"Non Ducted","Single Split System","Cooling Only"
"10991","SAMSUNG ELECTRONICS","AQV18UWBN/AQV18UWBX","China",1.4,2.5644,2.5,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"10992","SAMSUNG ELECTRONICS","AQV18UWAN/AQV18UWAX","China",1.4,2.5644,2.5,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"10993","SAMSUNG ELECTRONICS","AQV12NSGN/AQV12NSGX","China",0.98,2.6022,2.5,0.8,"Non Ducted","Single Split System","Reverse Cycle"
"10994","SAMSUNG ELECTRONICS","AQV12NSFN/AQV12NSFX","China",0.98,2.6022,2.5,0.8,"Non Ducted","Single Split System","Reverse Cycle"
"10995","SAMSUNG ELECTRONICS","ASV09UWMN/ASV09UWMX","Thailand",0.66,3.0542,3,0.2,"Non Ducted","Single Split System","Cooling Only"
"10996","SAMSUNG ELECTRONICS","ASV09UWLN/ASV09UWLX","Thailand",0.66,3.0542,3,0.2,"Non Ducted","Single Split System","Cooling Only"
"11001","SAMSUNG ELECTRONICS","TH060EAV1/UH060EAV1","China",1.93,1.3074,1,1.3,"Non Ducted","Single Split System","Reverse Cycle"
"11003","SAMSUNG ELECTRONICS","JH026EAV1/UH026EAV1","China",0.67,2.5342,2.5,0.35,"Non Ducted","Single Split System","Reverse Cycle"
"11004","SAMSUNG ELECTRONICS","DH140EAV/UH140EAV","China",4.65,1.1584,1,2.9,"Ducted","Single Split System","Reverse Cycle"
"11005","SAMSUNG ELECTRONICS","CH140EAV/UH140EAV","China",4.65,1.112,1,3.8,"Non Ducted","Single Split System","Reverse Cycle"
"11007","Haier","HSU-12HC03/R2(DB)","China",1,2.0324,2,1.13,"Non Ducted","Single Split System","Reverse Cycle"
"11008","SAMSUNG ELECTRONICS","AQV18NSDN/AQV18NSDX","China",1.56,2.0066,2,1.029,"Non Ducted","Single Split System","Reverse Cycle"
"11009","SAMSUNG ELECTRONICS","AQV18NSBN/AQV18NSBX","China",1.56,2.0066,2,1.029,"Non Ducted","Single Split System","Reverse Cycle"
"11010","SAMSUNG ELECTRONICS","JH052EAV1/UH052EAV1","China",1.56,1.3714,1,0.9,"Non Ducted","Single Split System","Reverse Cycle"
"11011","SAMSUNG ELECTRONICS","TH052EAV1/UH052EAV1","China",1.46,1.6482,1.5,1.02,"Non Ducted","Single Split System","Reverse Cycle"
"11012","SAMSUNG ELECTRONICS","SH026EAV1/UH026EAV1","China",0.7,2.1682,2,0.55,"Non Ducted","Single Split System","Reverse Cycle"
"11013","SAMSUNG ELECTRONICS","EH070EAV1/UH070EAV1","China",2.2,1.6696,1.5,1.7,"Ducted","Single Split System","Reverse Cycle"
"11014","SAMSUNG ELECTRONICS","EH052EAV1/UH052EAV1","China",1.55,1.6298,1.5,1.15,"Ducted","Single Split System","Reverse Cycle"
"11015","SAMSUNG ELECTRONICS","EH035EAV1/UH035EAV1","China",1.15,1.434,1,0.5,"Ducted","Single Split System","Reverse Cycle"
"11016","SAMSUNG ELECTRONICS","CH105EAV/UH105EAV","China",3.27,1.6266,1.5,2.25,"Non Ducted","Single Split System","Reverse Cycle"
"11017","SAMSUNG ELECTRONICS","AQV30JDN/AQV30JDX","China",2.6,1.637,1.5,2.712,"Non Ducted","Single Split System","Reverse Cycle"
"11018","SAMSUNG ELECTRONICS","AQV30JAN/AQV30JAX","China",2.6,1.637,1.5,2.712,"Non Ducted","Single Split System","Reverse Cycle"
"11019","SAMSUNG ELECTRONICS","AQV24NSGN/AQV24NSGX","China",2.12,1.9952,1.5,1.63,"Non Ducted","Single Split System","Reverse Cycle"
"11020","SAMSUNG ELECTRONICS","AQV24NSFN/AQV24NSFX","China",2.12,1.9952,1.5,1.63,"Non Ducted","Single Split System","Reverse Cycle"
"11021","SAMSUNG ELECTRONICS","AQV09NSDN/AQV09NSDX","China",0.613,3.2562,3,0.38,"Non Ducted","Single Split System","Reverse Cycle"
"11022","SAMSUNG ELECTRONICS","AQV09NSBN/AQV09NSBX","China",0.613,3.2562,3,0.38,"Non Ducted","Single Split System","Reverse Cycle"
"11033","AKAI","TEM-70CHSAAK5","China",1.91,2.7209,2.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"11063","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX","China",0.47,5.384,5,0.1,"Non Ducted","Single Split System","Reverse Cycle"
"11065","SAMSUNG ELECTRONICS","AQV30UWCN/AQV30UWCX","China",2.48,2.2065,2,1.7,"Non Ducted","Single Split System","Reverse Cycle"
"11067","SAMSUNG ELECTRONICS","AQV24UWCN/AQV24UWCX","China",2.1,2.3431,2,1.7,"Non Ducted","Single Split System","Reverse Cycle"
"11068","SAMSUNG ELECTRONICS","AQV18UWLN/AQV18UWLX","Thailand",1.4,2.5693,2.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"11069","SAMSUNG ELECTRONICS","NS1404PXEA/RC140PHXEA","""Korea, Republic of""",4.24,2.0933,2,3.5,"Non Ducted","Single Split System","Reverse Cycle"
"11070","SAMSUNG ELECTRONICS","NS1004ZXEA/RC100ZHXEA","""Korea, Republic of""",2.33,4.2383,4,1.7,"Non Ducted","Single Split System","Reverse Cycle"
"11071","SAMSUNG ELECTRONICS","NS1004PXEA/RC100PHXEA","""Korea, Republic of""",2.5,3.6038,3.5,2,"Non Ducted","Single Split System","Reverse Cycle"
"11075","SAMSUNG ELECTRONICS","NS0714PXEA/RC071PHXEA","",2.03,2.6534,2.5,1.42,"Non Ducted","Single Split System","Reverse Cycle"
"11078","Haier","HSU-09HEA03/R2(DB)-I","China",0.78,1.82,1.5,0.88,"Non Ducted","Single Split System","Reverse Cycle"
"11086","SAMSUNG ELECTRONICS","NS125HHXEN/RC125DHXEN","China",4.1,1.4174,1,0.8,"Ducted","Single Split System","Reverse Cycle"
"11087","SAMSUNG ELECTRONICS","NS105HHXEN/RC105DHXEN","China",3.44,1.4154,1,0.5,"Ducted","Single Split System","Reverse Cycle"
"11090","AGER","AWM-35VA","China",1.02,2.32,2,0.375,"Non Ducted","Single Split System","Reverse Cycle"
"11091","AGER","AWM-27B","China",0.8,2.26,2,0.426,"Non Ducted","Single Split System","Reverse Cycle"
"11092","SAMSUNG ELECTRONICS","NS052JHXEN/RC052DHXEN","China",1.56,1.3714,1,0.9,"Non Ducted","Single Split System","Reverse Cycle"
"11093","SAMSUNG ELECTRONICS","NS026JHXEN/RC026DHXEN","China",0.67,2.5778,2.5,0.35,"Non Ducted","Single Split System","Reverse Cycle"
"11094","SAMSUNG ELECTRONICS","NS035LHXEN/RC035DHXEN","China",1.15,1.434,1,0.5,"Ducted","Single Split System","Reverse Cycle"
"11095","SAMSUNG ELECTRONICS","NS060MHXEN/RC060DHXEN","China",1.93,1.3074,1,1.3,"Non Ducted","Single Split System","Reverse Cycle"
"11096","SAMSUNG ELECTRONICS","ACN052NDEHH/RC052DHXEH","China",1.39,3.1387008508,3,1.25,"Non Ducted","Single Split System","Reverse Cycle"
"11097","SAMSUNG ELECTRONICS","ACN035NDEHH/RC035DHXEH","China",0.94,3.51467092305,3.5,0.87,"Non Ducted","Single Split System","Reverse Cycle"
"11098","SAMSUNG ELECTRONICS","ACN026NDEHH/RC026DHXEH","China",0.65,3.34336679446,3,0.65,"Non Ducted","Single Split System","Reverse Cycle"
"11102","SAMSUNG ELECTRONICS","AQV30TWDN/AQV30TWDX","China",2.47,2.08217057624,2,2.3,"Non Ducted","Single Split System","Reverse Cycle"
"11103","SAMSUNG ELECTRONICS","AQV24TWDN/AQV24TWDX","China",2.1,2.21174790198,2,1.9,"Non Ducted","Single Split System","Reverse Cycle"
"11104","SAMSUNG ELECTRONICS"," AQV18TWSN/AQV18TWSX","Thailand",1.4,2.53433477132,2.5,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"11105","SAMSUNG ELECTRONICS"," AQV12TWSN/AQV12TWSX","Thailand",0.92,3.10082480066,3,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"11106","SAMSUNG ELECTRONICS","NS052MHXEN/RC052DHXEN","China",1.46,1.6482,1.5,1.02,"Non Ducted","Single Split System","Reverse Cycle"
"11118","DELONGHI","DECON53AUP","China",1.7,1.4692,1,1.4,"Non Ducted","Single Split System","Reverse Cycle"
"11120","DELONGHI","DECON81AUP","China",2.63,1.432,1,2.2,"Non Ducted","Single Split System","Reverse Cycle"
